.id,date,name,variable,value
taxize_,2012-08-26,SChamberlain,deletions,1
taxize_,2012-10-22,SChamberlain,deletions,0
taxize_,2012-10-08,SChamberlain,deletions,4
taxize_,2012-12-06,SChamberlain,deletions,11
taxize_,2013-01-11,EDiLD,deletions,2
taxize_,2012-09-18,SChamberlain,deletions,5
taxize_,2011-05-19,SChamberlain,deletions,0
taxize_,2012-12-25,EDiLD,deletions,3
taxize_,2012-03-24,SChamberlain,deletions,10
taxize_,2011-12-08,SChamberlain,deletions,1
taxize_,2012-10-13,SChamberlain,deletions,40
taxize_,2012-08-27,EDiLD,deletions,0
taxize_,2013-01-21,EDiLD,deletions,2
taxize_,2012-07-23,SChamberlain,deletions,0
taxize_,2012-07-12,SChamberlain,deletions,0
taxize_,2013-01-28,SChamberlain,deletions,222
taxize_,2012-11-09,SChamberlain,deletions,9
taxize_,2013-01-11,EDiLD,deletions,4
taxize_,2012-10-30,SChamberlain,deletions,0
taxize_,2012-09-04,EDiLD,deletions,0
taxize_,2013-01-09,EDiLD,deletions,0
taxize_,2012-12-14,SChamberlain,deletions,12
taxize_,2011-09-06,SChamberlain,deletions,24
rplos,2011-12-23,SChamberlain,additions,102
rplos,2011-06-09,cboettig,additions,1
rplos,2012-08-17,SChamberlain,additions,208
rplos,2012-08-22,SChamberlain,additions,0
rplos,2011-12-23,SChamberlain,additions,1
rplos,2011-12-18,SChamberlain,additions,16
rplos,2011-12-15,SChamberlain,additions,1
rplos,2011-12-12,SChamberlain,additions,7
rplos,2011-12-12,SChamberlain,additions,2
rplos,2012-02-06,SChamberlain,additions,44
rplos,2011-06-09,SChamberlain,additions,25
rplos,2011-12-23,SChamberlain,additions,1
rplos,2012-05-28,cboettig,additions,10009
rplos,2012-10-08,SChamberlain,additions,171
rplos,2011-12-12,cboettig,additions,38
rplos,2011-12-13,SChamberlain,additions,2
rplos,2012-08-07,SChamberlain,additions,1
rplos,2011-12-11,SChamberlain,additions,46
rplos,2012-03-25,cboettig,additions,164
rplos,2011-06-08,SChamberlain,additions,8
rplos,2011-12-10,SChamberlain,additions,378
rplos,2011-06-24,SChamberlain,additions,22
rplos,2011-06-24,SChamberlain,additions,58
rplos,2011-06-25,SChamberlain,additions,0
rplos,2011-07-01,SChamberlain,additions,47
rplos,2011-06-22,SChamberlain,additions,1
rplos,2011-07-03,SChamberlain,additions,16
rplos,2011-12-11,SChamberlain,additions,180
rplos,2011-07-03,SChamberlain,additions,0
rplos,2012-08-16,SChamberlain,additions,109
rplos,2011-12-10,SChamberlain,additions,1
rplos,2011-08-01,SChamberlain,additions,2
rplos,2012-10-08,SChamberlain,additions,87
rplos,2011-07-28,SChamberlain,additions,77
rplos,2011-12-13,SChamberlain,additions,82
rplos,2012-02-18,SChamberlain,additions,14
rplos,2011-12-11,SChamberlain,additions,450
rplos,2011-07-01,SChamberlain,additions,0
rplos,2011-06-07,SChamberlain,additions,113
rplos,2011-12-11,SChamberlain,additions,28
rplos,2011-08-08,SChamberlain,additions,11
rplos,2011-12-12,SChamberlain,additions,2
rplos,2011-12-10,SChamberlain,additions,255
rplos,2011-12-12,SChamberlain,additions,21
rplos,2011-12-23,SChamberlain,additions,1
rplos,2012-05-28,cboettig,additions,0
rplos,2012-01-30,SChamberlain,additions,9
rplos,2011-12-13,SChamberlain,additions,1
rplos,2011-12-16,SChamberlain,additions,19
rplos,2011-08-08,SChamberlain,additions,126
rplos,2012-08-20,SChamberlain,additions,54
rplos,2012-03-25,cboettig,additions,115
rplos,2011-12-10,SChamberlain,additions,1
rplos,2012-05-28,SChamberlain,additions,9992
rplos,2011-07-03,SChamberlain,additions,68
rplos,2011-12-22,SChamberlain,additions,7
rplos,2011-12-13,SChamberlain,additions,1
rplos,2011-06-08,SChamberlain,additions,58
rplos,2011-12-13,cboettig,additions,4
rplos,2012-10-02,SChamberlain,additions,81
rplos,2011-12-13,cboettig,additions,82
rplos,2011-12-10,SChamberlain,additions,34
rplos,2011-11-13,SChamberlain,additions,3
rplos,2012-10-15,SChamberlain,additions,16
rplos,2011-06-09,SChamberlain,additions,55
rplos,2011-06-09,SChamberlain,additions,1
rplos,2011-12-10,SChamberlain,additions,1
rplos,2011-06-03,SChamberlain,additions,1
rplos,2011-12-26,SChamberlain,additions,120
rplos,2011-12-14,SChamberlain,additions,41
rplos,2011-12-12,SChamberlain,additions,1
rplos,2011-12-18,SChamberlain,additions,1
rplos,2011-08-02,SChamberlain,additions,45
rplos,2011-12-12,SChamberlain,additions,2
rplos,2011-07-03,SChamberlain,additions,44
rplos,2012-02-22,karthikram,additions,33
rplos,2012-02-18,SChamberlain,additions,215
rplos,2012-08-17,SChamberlain,additions,99
rplos,2011-06-09,SChamberlain,additions,1
rplos,2012-08-20,SChamberlain,additions,54
rplos,2011-06-09,cboettig,additions,183
rplos,2011-12-13,SChamberlain,additions,1
rplos,2011-12-11,SChamberlain,additions,0
rplos,2011-12-15,SChamberlain,additions,1
rplos,2011-12-27,SChamberlain,additions,6
rplos,2011-08-01,SChamberlain,additions,25
rplos,2011-12-10,SChamberlain,additions,6
rplos,2011-12-12,SChamberlain,additions,75
rplos,2011-12-12,SChamberlain,additions,7
rplos,2011-12-22,SChamberlain,additions,101
rplos,2011-12-23,SChamberlain,additions,105
rplos,2011-10-09,SChamberlain,additions,1
rplos,2012-02-22,karthikram,additions,6
rplos,2011-12-13,cboettig,additions,2
rplos,2012-10-23,SChamberlain,additions,2
rplos,2011-06-02,SChamberlain,additions,0
rplos,2011-06-22,SChamberlain,additions,6
rplos,2012-03-25,cboettig,additions,54
rplos,2011-06-08,SChamberlain,additions,1
rplos,2012-07-19,SChamberlain,additions,1
rplos,2011-12-15,SChamberlain,additions,7
rplos,2011-06-08,SChamberlain,additions,1
rplos,2011-09-27,SChamberlain,additions,6
rplos,2011-06-03,cboettig,additions,28
rplos,2011-06-08,cboettig,additions,32
rplos,2011-06-03,SChamberlain,additions,0
rplos,2011-06-02,SChamberlain,additions,1
rplos,2011-06-08,SChamberlain,additions,124
rplos,2012-05-28,cboettig,additions,0
rplos,2011-12-10,SChamberlain,additions,0
rplos,2012-03-25,cboettig,additions,20
rplos,2011-12-12,SChamberlain,additions,38
rplos,2011-12-10,SChamberlain,additions,11
rplos,2012-05-28,cboettig,additions,10009
rplos,2011-12-11,SChamberlain,additions,7
rplos,2011-12-11,SChamberlain,additions,0
rplos,2011-06-07,SChamberlain,additions,8
rplos,2012-05-28,cboettig,additions,4
rplos,2011-12-23,SChamberlain,additions,0
rplos,2012-05-28,cboettig,additions,10009
rplos,2011-12-19,SChamberlain,additions,51
rplos,2011-12-11,SChamberlain,additions,7
rplos,2011-12-23,SChamberlain,additions,3
rplos,2012-02-18,SChamberlain,additions,41
rplos,2012-02-18,SChamberlain,additions,24
rplos,2011-12-27,SChamberlain,additions,2
rplos,2011-06-09,SChamberlain,additions,32
rplos,2011-12-10,SChamberlain,additions,1
rplos,2011-12-12,cboettig,additions,44
rplos,2012-07-19,SChamberlain,additions,611
rplos,2012-10-02,SChamberlain,additions,107
rplos,2011-06-03,SChamberlain,additions,97
rplos,2012-06-21,SChamberlain,additions,136
rplos,2011-12-23,SChamberlain,additions,13
rplos,2011-06-03,cboettig,additions,0
rplos,2011-12-11,SChamberlain,additions,118
rplos,2012-03-25,cboettig,additions,37
rplos,2012-05-28,SChamberlain,additions,3
rplos,2011-12-23,SChamberlain,additions,7
rplos,2011-06-03,SChamberlain,additions,96
rplos,2011-12-13,SChamberlain,additions,0
rplos,2011-06-09,SChamberlain,additions,40
rplos,2011-12-23,SChamberlain,deletions,101
rplos,2011-06-09,cboettig,deletions,0
rplos,2012-08-17,SChamberlain,deletions,236
rplos,2012-08-22,SChamberlain,deletions,1
rplos,2011-12-23,SChamberlain,deletions,1
rplos,2011-12-18,SChamberlain,deletions,9
rplos,2011-12-15,SChamberlain,deletions,0
rplos,2011-12-12,SChamberlain,deletions,10
rplos,2011-12-12,SChamberlain,deletions,2
rplos,2012-02-06,SChamberlain,deletions,12
rplos,2011-06-09,SChamberlain,deletions,35
rplos,2011-12-23,SChamberlain,deletions,5
rplos,2012-05-28,cboettig,deletions,0
rplos,2012-10-08,SChamberlain,deletions,24
rplos,2011-12-12,cboettig,deletions,0
rplos,2011-12-13,SChamberlain,deletions,2
rplos,2012-08-07,SChamberlain,deletions,1
rplos,2011-12-11,SChamberlain,deletions,39
rplos,2012-03-25,cboettig,deletions,124
rplos,2011-06-08,SChamberlain,deletions,1
rplos,2011-12-10,SChamberlain,deletions,2
rplos,2011-06-24,SChamberlain,deletions,12
rplos,2011-06-24,SChamberlain,deletions,1
rplos,2011-06-25,SChamberlain,deletions,0
rplos,2011-07-01,SChamberlain,deletions,0
rplos,2011-06-22,SChamberlain,deletions,0
rplos,2011-07-03,SChamberlain,deletions,7
rplos,2011-12-11,SChamberlain,deletions,117
rplos,2011-07-03,SChamberlain,deletions,0
rplos,2012-08-16,SChamberlain,deletions,107
rplos,2011-12-10,SChamberlain,deletions,1
rplos,2011-08-01,SChamberlain,deletions,1
rplos,2012-10-08,SChamberlain,deletions,13
rplos,2011-07-28,SChamberlain,deletions,0
rplos,2011-12-13,SChamberlain,deletions,5
rplos,2012-02-18,SChamberlain,deletions,6
rplos,2011-12-11,SChamberlain,deletions,7
rplos,2011-07-01,SChamberlain,deletions,0
rplos,2011-06-07,SChamberlain,deletions,103
rplos,2011-12-11,SChamberlain,deletions,27
rplos,2011-08-08,SChamberlain,deletions,3
rplos,2011-12-12,SChamberlain,deletions,2
rplos,2011-12-10,SChamberlain,deletions,165
rplos,2011-12-12,SChamberlain,deletions,13
rplos,2011-12-23,SChamberlain,deletions,1
rplos,2012-05-28,cboettig,deletions,20018
rplos,2012-01-30,SChamberlain,deletions,9
rplos,2011-12-13,SChamberlain,deletions,1
rplos,2011-12-16,SChamberlain,deletions,6
rplos,2011-08-08,SChamberlain,deletions,0
rplos,2012-08-20,SChamberlain,deletions,3
rplos,2012-03-25,cboettig,deletions,9
rplos,2011-12-10,SChamberlain,deletions,1
rplos,2012-05-28,SChamberlain,deletions,113
rplos,2011-07-03,SChamberlain,deletions,3
rplos,2011-12-22,SChamberlain,deletions,3
rplos,2011-12-13,SChamberlain,deletions,1
rplos,2011-06-08,SChamberlain,deletions,0
rplos,2011-12-13,cboettig,deletions,1
rplos,2012-10-02,SChamberlain,deletions,86
rplos,2011-12-13,cboettig,deletions,5
rplos,2011-12-10,SChamberlain,deletions,5
rplos,2011-11-13,SChamberlain,deletions,3
rplos,2012-10-15,SChamberlain,deletions,408
rplos,2011-06-09,SChamberlain,deletions,1
rplos,2011-06-09,SChamberlain,deletions,1
rplos,2011-12-10,SChamberlain,deletions,7
rplos,2011-06-03,SChamberlain,deletions,0
rplos,2011-12-26,SChamberlain,deletions,12
rplos,2011-12-14,SChamberlain,deletions,10
rplos,2011-12-12,SChamberlain,deletions,1
rplos,2011-12-18,SChamberlain,deletions,1
rplos,2011-08-02,SChamberlain,deletions,20
rplos,2011-12-12,SChamberlain,deletions,2
rplos,2011-07-03,SChamberlain,deletions,13
rplos,2012-02-22,karthikram,deletions,33
rplos,2012-02-18,SChamberlain,deletions,32
rplos,2012-08-17,SChamberlain,deletions,129
rplos,2011-06-09,SChamberlain,deletions,1
rplos,2012-08-20,SChamberlain,deletions,3
rplos,2011-06-09,cboettig,deletions,4
rplos,2011-12-13,SChamberlain,deletions,32
rplos,2011-12-11,SChamberlain,deletions,1
rplos,2011-12-15,SChamberlain,deletions,1
rplos,2011-12-27,SChamberlain,deletions,4
rplos,2011-08-01,SChamberlain,deletions,4
rplos,2011-12-10,SChamberlain,deletions,0
rplos,2011-12-12,SChamberlain,deletions,5
rplos,2011-12-12,SChamberlain,deletions,0
rplos,2011-12-22,SChamberlain,deletions,0
rplos,2011-12-23,SChamberlain,deletions,48
rplos,2011-10-09,SChamberlain,deletions,0
rplos,2012-02-22,karthikram,deletions,6
rplos,2011-12-13,cboettig,deletions,2
rplos,2012-10-23,SChamberlain,deletions,3
rplos,2011-06-02,SChamberlain,deletions,0
rplos,2011-06-22,SChamberlain,deletions,1
rplos,2012-03-25,cboettig,deletions,12
rplos,2011-06-08,SChamberlain,deletions,1
rplos,2012-07-19,SChamberlain,deletions,170
rplos,2011-12-15,SChamberlain,deletions,7
rplos,2011-06-08,SChamberlain,deletions,1
rplos,2011-09-27,SChamberlain,deletions,8
rplos,2011-06-03,cboettig,deletions,3
rplos,2011-06-08,cboettig,deletions,3
rplos,2011-06-03,SChamberlain,deletions,96
rplos,2011-06-02,SChamberlain,deletions,0
rplos,2011-06-08,SChamberlain,deletions,3
rplos,2012-05-28,cboettig,deletions,0
rplos,2011-12-10,SChamberlain,deletions,0
rplos,2012-03-25,cboettig,deletions,1
rplos,2011-12-12,SChamberlain,deletions,27
rplos,2011-12-10,SChamberlain,deletions,9
rplos,2012-05-28,cboettig,deletions,0
rplos,2011-12-11,SChamberlain,deletions,10
rplos,2011-12-11,SChamberlain,deletions,1
rplos,2011-06-07,SChamberlain,deletions,1
rplos,2012-05-28,cboettig,deletions,7
rplos,2011-12-23,SChamberlain,deletions,50
rplos,2012-05-28,cboettig,deletions,0
rplos,2011-12-19,SChamberlain,deletions,7
rplos,2011-12-11,SChamberlain,deletions,0
rplos,2011-12-23,SChamberlain,deletions,1
rplos,2012-02-18,SChamberlain,deletions,4
rplos,2012-02-18,SChamberlain,deletions,51
rplos,2011-12-27,SChamberlain,deletions,0
rplos,2011-06-09,SChamberlain,deletions,3
rplos,2011-12-10,SChamberlain,deletions,0
rplos,2011-12-12,cboettig,deletions,15
rplos,2012-07-19,SChamberlain,deletions,50
rplos,2012-10-02,SChamberlain,deletions,134
rplos,2011-06-03,SChamberlain,deletions,0
rplos,2012-06-21,SChamberlain,deletions,4
rplos,2011-12-23,SChamberlain,deletions,1
rplos,2011-06-03,cboettig,deletions,0
rplos,2011-12-11,SChamberlain,deletions,177
rplos,2012-03-25,cboettig,deletions,22
rplos,2012-05-28,SChamberlain,deletions,2
rplos,2011-12-23,SChamberlain,deletions,3
rplos,2011-06-03,SChamberlain,deletions,0
rplos,2011-12-13,SChamberlain,deletions,1
rplos,2011-06-09,SChamberlain,deletions,0
rspringer,2012-02-01,karthikram,additions,1
rspringer,2012-03-29,SChamberlain,additions,428
rspringer,2011-06-04,SChamberlain,additions,0
rspringer,2012-02-01,karthikram,additions,1
rspringer,2012-03-29,SChamberlain,additions,1
rspringer,2011-06-05,SChamberlain,additions,1
rspringer,2012-02-07,karthikram,additions,34
rspringer,2011-06-05,cboettig,additions,3
rspringer,2012-03-24,SChamberlain,additions,74
rspringer,2012-07-31,SChamberlain,additions,32
rspringer,2012-02-01,karthikram,additions,1
rspringer,2011-06-05,SChamberlain,additions,14
rspringer,2011-06-05,cboettig,additions,1
rspringer,2012-02-01,karthikram,additions,24
rspringer,2011-06-05,SChamberlain,additions,55
rspringer,2011-06-05,SChamberlain,additions,1
rspringer,2012-07-31,SChamberlain,additions,1
rspringer,2011-06-06,SChamberlain,additions,1
rspringer,2011-06-06,SChamberlain,additions,108
rspringer,2012-02-09,karthikram,additions,7
rspringer,2012-04-22,SChamberlain,additions,5
rspringer,2012-03-29,SChamberlain,additions,1
rspringer,2012-03-29,SChamberlain,additions,0
rspringer,2012-02-01,karthikram,additions,1
rspringer,2012-02-01,karthikram,deletions,1
rspringer,2012-03-29,SChamberlain,deletions,43
rspringer,2011-06-04,SChamberlain,deletions,0
rspringer,2012-02-01,karthikram,deletions,0
rspringer,2012-03-29,SChamberlain,deletions,1
rspringer,2011-06-05,SChamberlain,deletions,0
rspringer,2012-02-07,karthikram,deletions,1
rspringer,2011-06-05,cboettig,deletions,2
rspringer,2012-03-24,SChamberlain,deletions,14
rspringer,2012-07-31,SChamberlain,deletions,32
rspringer,2012-02-01,karthikram,deletions,1
rspringer,2011-06-05,SChamberlain,deletions,0
rspringer,2011-06-05,cboettig,deletions,1
rspringer,2012-02-01,karthikram,deletions,16
rspringer,2011-06-05,SChamberlain,deletions,0
rspringer,2011-06-05,SChamberlain,deletions,1
rspringer,2012-07-31,SChamberlain,deletions,1
rspringer,2011-06-06,SChamberlain,deletions,1
rspringer,2011-06-06,SChamberlain,deletions,56
rspringer,2012-02-09,karthikram,deletions,7
rspringer,2012-04-22,SChamberlain,deletions,8
rspringer,2012-03-29,SChamberlain,deletions,1
rspringer,2012-03-29,SChamberlain,deletions,176
rspringer,2012-02-01,karthikram,deletions,1
rbold,2011-06-25,SChamberlain,additions,5
rbold,2011-06-27,SChamberlain,additions,76
rbold,2012-04-19,SChamberlain,additions,29
rbold,2012-04-19,SChamberlain,additions,1
rbold,2011-06-27,SChamberlain,additions,31
rbold,2011-06-28,SChamberlain,additions,16
rbold,2011-06-28,SChamberlain,additions,3
rbold,2011-09-06,SChamberlain,additions,48
rbold,2011-06-25,SChamberlain,additions,0
rbold,2012-04-19,SChamberlain,additions,49
rbold,2011-06-25,SChamberlain,deletions,0
rbold,2011-06-27,SChamberlain,deletions,11
rbold,2012-04-19,SChamberlain,deletions,5
rbold,2012-04-19,SChamberlain,deletions,12
rbold,2011-06-27,SChamberlain,deletions,0
rbold,2011-06-28,SChamberlain,deletions,0
rbold,2011-06-28,SChamberlain,deletions,2
rbold,2011-09-06,SChamberlain,deletions,23
rbold,2011-06-25,SChamberlain,deletions,0
rbold,2012-04-19,SChamberlain,deletions,50
rbhl,2011-07-18,SChamberlain,additions,3
rbhl,2011-07-18,SChamberlain,additions,15
rbhl,2012-06-17,SChamberlain,additions,9
rbhl,2012-10-13,SChamberlain,additions,102
rbhl,2012-03-22,karthikram,additions,763
rbhl,2012-04-17,SChamberlain,additions,23
rbhl,2011-08-05,SChamberlain,additions,132
rbhl,2011-07-27,SChamberlain,additions,12
rbhl,2012-06-17,SChamberlain,additions,17
rbhl,2011-08-04,SChamberlain,additions,61
rbhl,2011-07-18,SChamberlain,additions,15
rbhl,2011-09-05,SChamberlain,additions,40
rbhl,2011-07-18,SChamberlain,additions,0
rbhl,2011-10-08,SChamberlain,additions,1
rbhl,2011-10-08,SChamberlain,additions,2
rbhl,2012-04-17,SChamberlain,additions,0
rbhl,2012-06-17,SChamberlain,additions,227
rbhl,2011-08-05,SChamberlain,additions,1
rbhl,2011-08-05,SChamberlain,additions,1
rbhl,2012-04-17,SChamberlain,additions,1810
rbhl,2011-07-18,SChamberlain,additions,0
rbhl,2012-04-17,SChamberlain,additions,0
rbhl,2011-10-09,SChamberlain,additions,174
rbhl,2011-10-09,SChamberlain,additions,266
rbhl,2012-04-18,SChamberlain,additions,12
rbhl,2011-08-08,SChamberlain,additions,31
rbhl,2011-07-18,SChamberlain,additions,1
rbhl,2011-08-16,SChamberlain,additions,75
rbhl,2012-10-13,SChamberlain,additions,3
rbhl,2011-08-05,SChamberlain,additions,4
rbhl,2011-08-05,SChamberlain,additions,37
rbhl,2011-08-05,SChamberlain,additions,0
rbhl,2011-07-18,SChamberlain,deletions,15
rbhl,2011-07-18,SChamberlain,deletions,0
rbhl,2012-06-17,SChamberlain,deletions,5
rbhl,2012-10-13,SChamberlain,deletions,67
rbhl,2012-03-22,karthikram,deletions,724
rbhl,2012-04-17,SChamberlain,deletions,24
rbhl,2011-08-05,SChamberlain,deletions,3
rbhl,2011-07-27,SChamberlain,deletions,0
rbhl,2012-06-17,SChamberlain,deletions,8
rbhl,2011-08-04,SChamberlain,deletions,0
rbhl,2011-07-18,SChamberlain,deletions,0
rbhl,2011-09-05,SChamberlain,deletions,1
rbhl,2011-07-18,SChamberlain,deletions,0
rbhl,2011-10-08,SChamberlain,deletions,1
rbhl,2011-10-08,SChamberlain,deletions,0
rbhl,2012-04-17,SChamberlain,deletions,14
rbhl,2012-06-17,SChamberlain,deletions,106
rbhl,2011-08-05,SChamberlain,deletions,1
rbhl,2011-08-05,SChamberlain,deletions,1
rbhl,2012-04-17,SChamberlain,deletions,0
rbhl,2011-07-18,SChamberlain,deletions,0
rbhl,2012-04-17,SChamberlain,deletions,790
rbhl,2011-10-09,SChamberlain,deletions,25
rbhl,2011-10-09,SChamberlain,deletions,3
rbhl,2012-04-18,SChamberlain,deletions,1
rbhl,2011-08-08,SChamberlain,deletions,0
rbhl,2011-07-18,SChamberlain,deletions,1
rbhl,2011-08-16,SChamberlain,deletions,0
rbhl,2012-10-13,SChamberlain,deletions,3
rbhl,2011-08-05,SChamberlain,deletions,0
rbhl,2011-08-05,SChamberlain,deletions,53
rbhl,2011-08-05,SChamberlain,deletions,0
rnpn,2011-12-23,SChamberlain,additions,1
rnpn,2011-12-23,SChamberlain,additions,1
rnpn,2011-12-23,npnlee85,additions,2
rnpn,2012-04-22,SChamberlain,additions,34
rnpn,2011-12-23,SChamberlain,additions,192
rnpn,2011-12-23,SChamberlain,additions,522
rnpn,2012-04-22,SChamberlain,additions,3
rnpn,2011-12-23,SChamberlain,additions,5
rnpn,2011-08-22,SChamberlain,additions,36
rnpn,2011-12-23,SChamberlain,additions,8
rnpn,2011-08-23,SChamberlain,additions,91
rnpn,2011-12-23,SChamberlain,additions,16
rnpn,2011-08-20,SChamberlain,additions,1
rnpn,2011-12-23,SChamberlain,additions,2
rnpn,2011-08-22,SChamberlain,additions,25
rnpn,2011-12-24,SChamberlain,additions,1
rnpn,2011-12-23,SChamberlain,additions,5
rnpn,2011-12-28,SChamberlain,additions,38
rnpn,2011-12-22,SChamberlain,additions,6
rnpn,2011-12-23,SChamberlain,additions,5
rnpn,2011-08-08,SChamberlain,additions,0
rnpn,2011-12-28,SChamberlain,additions,6
rnpn,2011-12-28,SChamberlain,additions,11
rnpn,2012-04-22,SChamberlain,additions,1
rnpn,2011-12-22,SChamberlain,additions,1
rnpn,2011-08-23,SChamberlain,additions,16
rnpn,2011-12-23,SChamberlain,additions,0
rnpn,2011-08-31,SChamberlain,additions,13
rnpn,2011-08-08,SChamberlain,additions,18
rnpn,2011-09-01,SChamberlain,additions,97
rnpn,2011-12-28,SChamberlain,additions,69
rnpn,2011-12-23,SChamberlain,additions,1
rnpn,2011-12-28,SChamberlain,additions,68
rnpn,2011-12-22,npnlee85,additions,10
rnpn,2011-08-22,SChamberlain,additions,35
rnpn,2012-04-22,SChamberlain,additions,0
rnpn,2011-12-23,SChamberlain,additions,45
rnpn,2011-12-28,SChamberlain,additions,7
rnpn,2011-12-23,SChamberlain,deletions,35
rnpn,2011-12-23,SChamberlain,deletions,1
rnpn,2011-12-23,npnlee85,deletions,2
rnpn,2012-04-22,SChamberlain,deletions,48
rnpn,2011-12-23,SChamberlain,deletions,69
rnpn,2011-12-23,SChamberlain,deletions,145
rnpn,2012-04-22,SChamberlain,deletions,1
rnpn,2011-12-23,SChamberlain,deletions,2
rnpn,2011-08-22,SChamberlain,deletions,10
rnpn,2011-12-23,SChamberlain,deletions,1
rnpn,2011-08-23,SChamberlain,deletions,4
rnpn,2011-12-23,SChamberlain,deletions,8
rnpn,2011-08-20,SChamberlain,deletions,1
rnpn,2011-12-23,SChamberlain,deletions,2
rnpn,2011-08-22,SChamberlain,deletions,0
rnpn,2011-12-24,SChamberlain,deletions,1
rnpn,2011-12-23,SChamberlain,deletions,5
rnpn,2011-12-28,SChamberlain,deletions,36
rnpn,2011-12-22,SChamberlain,deletions,1
rnpn,2011-12-23,SChamberlain,deletions,4
rnpn,2011-08-08,SChamberlain,deletions,0
rnpn,2011-12-28,SChamberlain,deletions,2
rnpn,2011-12-28,SChamberlain,deletions,4
rnpn,2012-04-22,SChamberlain,deletions,0
rnpn,2011-12-22,SChamberlain,deletions,0
rnpn,2011-08-23,SChamberlain,deletions,0
rnpn,2011-12-23,SChamberlain,deletions,0
rnpn,2011-08-31,SChamberlain,deletions,4
rnpn,2011-08-08,SChamberlain,deletions,0
rnpn,2011-09-01,SChamberlain,deletions,0
rnpn,2011-12-28,SChamberlain,deletions,3
rnpn,2011-12-23,SChamberlain,deletions,1
rnpn,2011-12-28,SChamberlain,deletions,1
rnpn,2011-12-22,npnlee85,deletions,10
rnpn,2011-08-22,SChamberlain,deletions,9
rnpn,2012-04-22,SChamberlain,deletions,0
rnpn,2011-12-23,SChamberlain,deletions,31
rnpn,2011-12-28,SChamberlain,deletions,7
rgbif,2012-10-09,SChamberlain,additions,8
rgbif,2012-03-21,SChamberlain,additions,376
rgbif,2012-12-04,SChamberlain,additions,1
rgbif,2012-07-23,vijaybarve,additions,11
rgbif,2012-10-04,SChamberlain,additions,21
rgbif,2012-03-24,SChamberlain,additions,4
rgbif,2012-08-07,SChamberlain,additions,5
rgbif,2012-03-20,SChamberlain,additions,247
rgbif,2012-06-01,vijaybarve,additions,66
rgbif,2012-02-24,karthikram,additions,120
rgbif,2012-10-05,SChamberlain,additions,1
rgbif,2012-02-24,karthikram,additions,2
rgbif,2013-03-01,SChamberlain,additions,28
rgbif,2012-10-14,SChamberlain,additions,66
rgbif,2012-12-11,karthikram,additions,0
rgbif,2012-10-05,SChamberlain,additions,1
rgbif,2011-10-31,SChamberlain,additions,197
rgbif,2012-08-07,SChamberlain,additions,74
rgbif,2012-10-05,SChamberlain,additions,21
rgbif,2012-10-05,SChamberlain,additions,390
rgbif,2012-07-18,vijaybarve,additions,64
rgbif,2012-12-11,karthikram,additions,54
rgbif,2012-08-17,vijaybarve,additions,77
rgbif,2012-02-29,karthikram,additions,112
rgbif,2012-08-17,vijaybarve,additions,40
rgbif,2012-03-01,karthikram,additions,1
rgbif,2012-05-23,vijaybarve,additions,1
rgbif,2012-12-11,SChamberlain,additions,53
rgbif,2012-07-24,vijaybarve,additions,113
rgbif,2012-12-11,karthikram,additions,75
rgbif,2012-08-17,vijaybarve,additions,78
rgbif,2012-10-08,SChamberlain,additions,20
rgbif,2012-06-17,vijaybarve,additions,4
rgbif,2012-10-11,SChamberlain,additions,1
rgbif,2012-05-23,vijaybarve,additions,201
rgbif,2012-12-11,karthikram,additions,0
rgbif,2012-08-01,vijaybarve,additions,54
rgbif,2012-10-14,SChamberlain,additions,66
rgbif,2012-10-11,SChamberlain,additions,2
rgbif,2012-10-05,SChamberlain,additions,467
rgbif,2012-10-09,SChamberlain,additions,1
rgbif,2012-09-13,SChamberlain,additions,0
rgbif,2012-03-20,SChamberlain,additions,5
rgbif,2012-12-10,SChamberlain,additions,30
rgbif,2012-02-24,karthikram,additions,20
rgbif,2012-03-21,SChamberlain,additions,1
rgbif,2012-10-04,SChamberlain,additions,2
rgbif,2012-07-18,SChamberlain,additions,62
rgbif,2012-05-22,vijaybarve,additions,103
rgbif,2012-12-09,SChamberlain,additions,71
rgbif,2012-12-10,SChamberlain,additions,0
rgbif,2012-03-21,SChamberlain,additions,11
rgbif,2012-10-05,SChamberlain,additions,114
rgbif,2012-10-09,SChamberlain,additions,13
rgbif,2012-05-23,vijaybarve,additions,5
rgbif,2011-08-26,SChamberlain,additions,0
rgbif,2012-10-14,SChamberlain,additions,5
rgbif,2011-10-31,SChamberlain,additions,2
rgbif,2012-08-06,SChamberlain,additions,4
rgbif,2012-10-06,SChamberlain,additions,26
rgbif,2011-10-31,SChamberlain,additions,0
rgbif,2012-05-22,vijaybarve,additions,0
rgbif,2012-10-04,SChamberlain,additions,1002
rgbif,2012-10-14,SChamberlain,additions,17
rgbif,2012-08-01,vijaybarve,additions,23
rgbif,2012-03-21,SChamberlain,additions,60
rgbif,2012-12-11,karthikram,additions,4
rgbif,2012-10-05,SChamberlain,additions,8
rgbif,2012-08-17,SChamberlain,additions,2
rgbif,2012-12-11,karthikram,additions,88
rgbif,2012-12-02,SChamberlain,additions,87
rgbif,2013-02-26,SChamberlain,additions,3
rgbif,2012-03-22,karthikram,additions,382
rgbif,2012-07-16,vijaybarve,additions,454
rgbif,2012-10-09,SChamberlain,additions,2
